Date,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
27/05/2013,2,Monday,Lunes,Lundi,27,147,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
28/05/2013,3,Tuesday,Martes,Mardi,28,148,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
29/05/2013,4,Wednesday,Miércoles,Mercredi,29,149,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
30/05/2013,5,Thursday,Jueves,Jeudi,30,150,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
31/05/2013,6,Friday,Viernes,Vendredi,31,151,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
01/06/2013,7,Saturday,Sábado,Samedi,1,152,22,June,Junio,Juin,6,2,2013,1,4,2012,2
02/06/2013,1,Sunday,Domingo,Dimanche,2,153,23,June,Junio,Juin,6,2,2013,1,4,2012,2
03/06/2013,2,Monday,Lunes,Lundi,3,154,23,June,Junio,Juin,6,2,2013,1,4,2012,2
04/06/2013,3,Tuesday,Martes,Mardi,4,155,23,June,Junio,Juin,6,2,2013,1,4,2012,2
05/06/2013,4,Wednesday,Miércoles,Mercredi,5,156,23,June,Junio,Juin,6,2,2013,1,4,2012,2
06/06/2013,5,Thursday,Jueves,Jeudi,6,157,23,June,Junio,Juin,6,2,2013,1,4,2012,2
07/06/2013,6,Friday,Viernes,Vendredi,7,158,23,June,Junio,Juin,6,2,2013,1,4,2012,2
08/06/2013,7,Saturday,Sábado,Samedi,8,159,23,June,Junio,Juin,6,2,2013,1,4,2012,2
09/06/2013,1,Sunday,Domingo,Dimanche,9,160,24,June,Junio,Juin,6,2,2013,1,4,2012,2
10/06/2013,2,Monday,Lunes,Lundi,10,161,24,June,Junio,Juin,6,2,2013,1,4,2012,2
11/06/2013,3,Tuesday,Martes,Mardi,11,162,24,June,Junio,Juin,6,2,2013,1,4,2012,2
12/06/2013,4,Wednesday,Miércoles,Mercredi,12,163,24,June,Junio,Juin,6,2,2013,1,4,2012,2
13/06/2013,5,Thursday,Jueves,Jeudi,13,164,24,June,Junio,Juin,6,2,2013,1,4,2012,2
14/06/2013,6,Friday,Viernes,Vendredi,14,165,24,June,Junio,Juin,6,2,2013,1,4,2012,2
15/06/2013,7,Saturday,Sábado,Samedi,15,166,24,June,Junio,Juin,6,2,2013,1,4,2012,2
16/06/2013,1,Sunday,Domingo,Dimanche,16,167,25,June,Junio,Juin,6,2,2013,1,4,2012,2
17/06/2013,2,Monday,Lunes,Lundi,17,168,25,June,Junio,Juin,6,2,2013,1,4,2012,2
18/06/2013,3,Tuesday,Martes,Mardi,18,169,25,June,Junio,Juin,6,2,2013,1,4,2012,2
19/06/2013,4,Wednesday,Miércoles,Mercredi,19,170,25,June,Junio,Juin,6,2,2013,1,4,2012,2
20/06/2013,5,Thursday,Jueves,Jeudi,20,171,25,June,Junio,Juin,6,2,2013,1,4,2012,2
21/06/2013,6,Friday,Viernes,Vendredi,21,172,25,June,Junio,Juin,6,2,2013,1,4,2012,2
22/06/2013,7,Saturday,Sábado,Samedi,22,173,25,June,Junio,Juin,6,2,2013,1,4,2012,2
23/06/2013,1,Sunday,Domingo,Dimanche,23,174,26,June,Junio,Juin,6,2,2013,1,4,2012,2
24/06/2013,2,Monday,Lunes,Lundi,24,175,26,June,Junio,Juin,6,2,2013,1,4,2012,2
25/06/2013,3,Tuesday,Martes,Mardi,25,176,26,June,Junio,Juin,6,2,2013,1,4,2012,2
26/06/2013,4,Wednesday,Miércoles,Mercredi,26,177,26,June,Junio,Juin,6,2,2013,1,4,2012,2
27/06/2013,5,Thursday,Jueves,Jeudi,27,178,26,June,Junio,Juin,6,2,2013,1,4,2012,2
28/06/2013,6,Friday,Viernes,Vendredi,28,179,26,June,Junio,Juin,6,2,2013,1,4,2012,2
29/06/2013,7,Saturday,Sábado,Samedi,29,180,26,June,Junio,Juin,6,2,2013,1,4,2012,2
30/06/2013,1,Sunday,Domingo,Dimanche,30,181,27,June,Junio,Juin,6,2,2013,1,4,2012,2
01/07/2013,2,Monday,Lunes,Lundi,1,182,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
02/07/2013,3,Tuesday,Martes,Mardi,2,183,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
03/07/2013,4,Wednesday,Miércoles,Mercredi,3,184,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
04/07/2013,5,Thursday,Jueves,Jeudi,4,185,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
05/07/2013,6,Friday,Viernes,Vendredi,5,186,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
06/07/2013,7,Saturday,Sábado,Samedi,6,187,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
07/07/2013,1,Sunday,Domingo,Dimanche,7,188,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
08/07/2013,2,Monday,Lunes,Lundi,8,189,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
09/07/2013,3,Tuesday,Martes,Mardi,9,190,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
10/07/2013,4,Wednesday,Miércoles,Mercredi,10,191,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
11/07/2013,5,Thursday,Jueves,Jeudi,11,192,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
12/07/2013,6,Friday,Viernes,Vendredi,12,193,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
13/07/2013,7,Saturday,Sábado,Samedi,13,194,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
14/07/2013,1,Sunday,Domingo,Dimanche,14,195,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
15/07/2013,2,Monday,Lunes,Lundi,15,196,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
16/07/2013,3,Tuesday,Martes,Mardi,16,197,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
17/07/2013,4,Wednesday,Miércoles,Mercredi,17,198,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
18/07/2013,5,Thursday,Jueves,Jeudi,18,199,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
19/07/2013,6,Friday,Viernes,Vendredi,19,200,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
20/07/2013,7,Saturday,Sábado,Samedi,20,201,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
21/07/2013,1,Sunday,Domingo,Dimanche,21,202,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
22/07/2013,2,Monday,Lunes,Lundi,22,203,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
23/07/2013,3,Tuesday,Martes,Mardi,23,204,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
24/07/2013,4,Wednesday,Miércoles,Mercredi,24,205,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
25/07/2013,5,Thursday,Jueves,Jeudi,25,206,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
26/07/2013,6,Friday,Viernes,Vendredi,26,207,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
27/07/2013,7,Saturday,Sábado,Samedi,27,208,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
28/07/2013,1,Sunday,Domingo,Dimanche,28,209,31,July,Julio,Juillet,7,3,2013,2,1,2013,1
29/07/2013,2,Monday,Lunes,Lundi,29,210,31,July,Julio,Juillet,7,3,2013,2,1,2013,1
30/07/2013,3,Tuesday,Martes,Mardi,30,211,31,July,Julio,Juillet,7,3,2013,2,1,2013,1
31/07/2013,4,Wednesday,Miércoles,Mercredi,31,212,31,July,Julio,Juillet,7,3,2013,2,1,2013,1
01/08/2013,5,Thursday,Jueves,Jeudi,1,213,31,August,Agosto,Août,8,3,2013,2,1,2013,1
02/08/2013,6,Friday,Viernes,Vendredi,2,214,31,August,Agosto,Août,8,3,2013,2,1,2013,1
03/08/2013,7,Saturday,Sábado,Samedi,3,215,31,August,Agosto,Août,8,3,2013,2,1,2013,1
04/08/2013,1,Sunday,Domingo,Dimanche,4,216,32,August,Agosto,Août,8,3,2013,2,1,2013,1
05/08/2013,2,Monday,Lunes,Lundi,5,217,32,August,Agosto,Août,8,3,2013,2,1,2013,1
06/08/2013,3,Tuesday,Martes,Mardi,6,218,32,August,Agosto,Août,8,3,2013,2,1,2013,1
07/08/2013,4,Wednesday,Miércoles,Mercredi,7,219,32,August,Agosto,Août,8,3,2013,2,1,2013,1
08/08/2013,5,Thursday,Jueves,Jeudi,8,220,32,August,Agosto,Août,8,3,2013,2,1,2013,1
09/08/2013,6,Friday,Viernes,Vendredi,9,221,32,August,Agosto,Août,8,3,2013,2,1,2013,1
10/08/2013,7,Saturday,Sábado,Samedi,10,222,32,August,Agosto,Août,8,3,2013,2,1,2013,1
11/08/2013,1,Sunday,Domingo,Dimanche,11,223,33,August,Agosto,Août,8,3,2013,2,1,2013,1
12/08/2013,2,Monday,Lunes,Lundi,12,224,33,August,Agosto,Août,8,3,2013,2,1,2013,1
13/08/2013,3,Tuesday,Martes,Mardi,13,225,33,August,Agosto,Août,8,3,2013,2,1,2013,1
14/08/2013,4,Wednesday,Miércoles,Mercredi,14,226,33,August,Agosto,Août,8,3,2013,2,1,2013,1
15/08/2013,5,Thursday,Jueves,Jeudi,15,227,33,August,Agosto,Août,8,3,2013,2,1,2013,1
16/08/2013,6,Friday,Viernes,Vendredi,16,228,33,August,Agosto,Août,8,3,2013,2,1,2013,1
17/08/2013,7,Saturday,Sábado,Samedi,17,229,33,August,Agosto,Août,8,3,2013,2,1,2013,1
18/08/2013,1,Sunday,Domingo,Dimanche,18,230,34,August,Agosto,Août,8,3,2013,2,1,2013,1
19/08/2013,2,Monday,Lunes,Lundi,19,231,34,August,Agosto,Août,8,3,2013,2,1,2013,1
20/08/2013,3,Tuesday,Martes,Mardi,20,232,34,August,Agosto,Août,8,3,2013,2,1,2013,1
21/08/2013,4,Wednesday,Miércoles,Mercredi,21,233,34,August,Agosto,Août,8,3,2013,2,1,2013,1
22/08/2013,5,Thursday,Jueves,Jeudi,22,234,34,August,Agosto,Août,8,3,2013,2,1,2013,1
23/08/2013,6,Friday,Viernes,Vendredi,23,235,34,August,Agosto,Août,8,3,2013,2,1,2013,1
24/08/2013,7,Saturday,Sábado,Samedi,24,236,34,August,Agosto,Août,8,3,2013,2,1,2013,1
25/08/2013,1,Sunday,Domingo,Dimanche,25,237,35,August,Agosto,Août,8,3,2013,2,1,2013,1
26/08/2013,2,Monday,Lunes,Lundi,26,238,35,August,Agosto,Août,8,3,2013,2,1,2013,1
27/08/2013,3,Tuesday,Martes,Mardi,27,239,35,August,Agosto,Août,8,3,2013,2,1,2013,1
28/08/2013,4,Wednesday,Miércoles,Mercredi,28,240,35,August,Agosto,Août,8,3,2013,2,1,2013,1
29/08/2013,5,Thursday,Jueves,Jeudi,29,241,35,August,Agosto,Août,8,3,2013,2,1,2013,1
30/08/2013,6,Friday,Viernes,Vendredi,30,242,35,August,Agosto,Août,8,3,2013,2,1,2013,1
31/08/2013,7,Saturday,Sábado,Samedi,31,243,35,August,Agosto,Août,8,3,2013,2,1,2013,1
01/09/2013,1,Sunday,Domingo,Dimanche,1,244,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
02/09/2013,2,Monday,Lunes,Lundi,2,245,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
03/09/2013,3,Tuesday,Martes,Mardi,3,246,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
04/09/2013,4,Wednesday,Miércoles,Mercredi,4,247,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
05/09/2013,5,Thursday,Jueves,Jeudi,5,248,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
06/09/2013,6,Friday,Viernes,Vendredi,6,249,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
07/09/2013,7,Saturday,Sábado,Samedi,7,250,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
08/09/2013,1,Sunday,Domingo,Dimanche,8,251,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
09/09/2013,2,Monday,Lunes,Lundi,9,252,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
10/09/2013,3,Tuesday,Martes,Mardi,10,253,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
11/09/2013,4,Wednesday,Miércoles,Mercredi,11,254,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
12/09/2013,5,Thursday,Jueves,Jeudi,12,255,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
13/09/2013,6,Friday,Viernes,Vendredi,13,256,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
14/09/2013,7,Saturday,Sábado,Samedi,14,257,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
15/09/2013,1,Sunday,Domingo,Dimanche,15,258,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
16/09/2013,2,Monday,Lunes,Lundi,16,259,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
17/09/2013,3,Tuesday,Martes,Mardi,17,260,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
18/09/2013,4,Wednesday,Miércoles,Mercredi,18,261,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
19/09/2013,5,Thursday,Jueves,Jeudi,19,262,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20/09/2013,6,Friday,Viernes,Vendredi,20,263,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
21/09/2013,7,Saturday,Sábado,Samedi,21,264,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
22/09/2013,1,Sunday,Domingo,Dimanche,22,265,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
23/09/2013,2,Monday,Lunes,Lundi,23,266,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
24/09/2013,3,Tuesday,Martes,Mardi,24,267,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
25/09/2013,4,Wednesday,Miércoles,Mercredi,25,268,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
26/09/2013,5,Thursday,Jueves,Jeudi,26,269,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
27/09/2013,6,Friday,Viernes,Vendredi,27,270,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
28/09/2013,7,Saturday,Sábado,Samedi,28,271,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
29/09/2013,1,Sunday,Domingo,Dimanche,29,272,40,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
30/09/2013,2,Monday,Lunes,Lundi,30,273,40,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
01/10/2013,3,Tuesday,Martes,Mardi,1,274,40,October,Octubre,Octobre,10,4,2013,2,2,2013,1
02/10/2013,4,Wednesday,Miércoles,Mercredi,2,275,40,October,Octubre,Octobre,10,4,2013,2,2,2013,1
03/10/2013,5,Thursday,Jueves,Jeudi,3,276,40,October,Octubre,Octobre,10,4,2013,2,2,2013,1
04/10/2013,6,Friday,Viernes,Vendredi,4,277,40,October,Octubre,Octobre,10,4,2013,2,2,2013,1
05/10/2013,7,Saturday,Sábado,Samedi,5,278,40,October,Octubre,Octobre,10,4,2013,2,2,2013,1
06/10/2013,1,Sunday,Domingo,Dimanche,6,279,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
07/10/2013,2,Monday,Lunes,Lundi,7,280,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
08/10/2013,3,Tuesday,Martes,Mardi,8,281,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
09/10/2013,4,Wednesday,Miércoles,Mercredi,9,282,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
10/10/2013,5,Thursday,Jueves,Jeudi,10,283,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
11/10/2013,6,Friday,Viernes,Vendredi,11,284,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
12/10/2013,7,Saturday,Sábado,Samedi,12,285,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
13/10/2013,1,Sunday,Domingo,Dimanche,13,286,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
14/10/2013,2,Monday,Lunes,Lundi,14,287,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
15/10/2013,3,Tuesday,Martes,Mardi,15,288,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
16/10/2013,4,Wednesday,Miércoles,Mercredi,16,289,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
17/10/2013,5,Thursday,Jueves,Jeudi,17,290,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
18/10/2013,6,Friday,Viernes,Vendredi,18,291,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
19/10/2013,7,Saturday,Sábado,Samedi,19,292,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20/10/2013,1,Sunday,Domingo,Dimanche,20,293,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
21/10/2013,2,Monday,Lunes,Lundi,21,294,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
22/10/2013,3,Tuesday,Martes,Mardi,22,295,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
23/10/2013,4,Wednesday,Miércoles,Mercredi,23,296,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
24/10/2013,5,Thursday,Jueves,Jeudi,24,297,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
25/10/2013,6,Friday,Viernes,Vendredi,25,298,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
26/10/2013,7,Saturday,Sábado,Samedi,26,299,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
27/10/2013,1,Sunday,Domingo,Dimanche,27,300,44,October,Octubre,Octobre,10,4,2013,2,2,2013,1
28/10/2013,2,Monday,Lunes,Lundi,28,301,44,October,Octubre,Octobre,10,4,2013,2,2,2013,1
29/10/2013,3,Tuesday,Martes,Mardi,29,302,44,October,Octubre,Octobre,10,4,2013,2,2,2013,1
30/10/2013,4,Wednesday,Miércoles,Mercredi,30,303,44,October,Octubre,Octobre,10,4,2013,2,2,2013,1
31/10/2013,5,Thursday,Jueves,Jeudi,31,304,44,October,Octubre,Octobre,10,4,2013,2,2,2013,1
01/11/2013,6,Friday,Viernes,Vendredi,1,305,44,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
02/11/2013,7,Saturday,Sábado,Samedi,2,306,44,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
03/11/2013,1,Sunday,Domingo,Dimanche,3,307,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
04/11/2013,2,Monday,Lunes,Lundi,4,308,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
05/11/2013,3,Tuesday,Martes,Mardi,5,309,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
06/11/2013,4,Wednesday,Miércoles,Mercredi,6,310,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
07/11/2013,5,Thursday,Jueves,Jeudi,7,311,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
08/11/2013,6,Friday,Viernes,Vendredi,8,312,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
09/11/2013,7,Saturday,Sábado,Samedi,9,313,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
10/11/2013,1,Sunday,Domingo,Dimanche,10,314,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
11/11/2013,2,Monday,Lunes,Lundi,11,315,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
12/11/2013,3,Tuesday,Martes,Mardi,12,316,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
13/11/2013,4,Wednesday,Miércoles,Mercredi,13,317,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
14/11/2013,5,Thursday,Jueves,Jeudi,14,318,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
15/11/2013,6,Friday,Viernes,Vendredi,15,319,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
16/11/2013,7,Saturday,Sábado,Samedi,16,320,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
17/11/2013,1,Sunday,Domingo,Dimanche,17,321,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
18/11/2013,2,Monday,Lunes,Lundi,18,322,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
19/11/2013,3,Tuesday,Martes,Mardi,19,323,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20/11/2013,4,Wednesday,Miércoles,Mercredi,20,324,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
21/11/2013,5,Thursday,Jueves,Jeudi,21,325,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
22/11/2013,6,Friday,Viernes,Vendredi,22,326,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
23/11/2013,7,Saturday,Sábado,Samedi,23,327,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
24/11/2013,1,Sunday,Domingo,Dimanche,24,328,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
25/11/2013,2,Monday,Lunes,Lundi,25,329,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
26/11/2013,3,Tuesday,Martes,Mardi,26,330,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
27/11/2013,4,Wednesday,Miércoles,Mercredi,27,331,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
28/11/2013,5,Thursday,Jueves,Jeudi,28,332,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
29/11/2013,6,Friday,Viernes,Vendredi,29,333,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
30/11/2013,7,Saturday,Sábado,Samedi,30,334,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
01/12/2013,1,Sunday,Domingo,Dimanche,1,335,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
02/12/2013,2,Monday,Lunes,Lundi,2,336,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
03/12/2013,3,Tuesday,Martes,Mardi,3,337,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
04/12/2013,4,Wednesday,Miércoles,Mercredi,4,338,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
05/12/2013,5,Thursday,Jueves,Jeudi,5,339,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
06/12/2013,6,Friday,Viernes,Vendredi,6,340,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
07/12/2013,7,Saturday,Sábado,Samedi,7,341,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
08/12/2013,1,Sunday,Domingo,Dimanche,8,342,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
09/12/2013,2,Monday,Lunes,Lundi,9,343,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
10/12/2013,3,Tuesday,Martes,Mardi,10,344,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
11/12/2013,4,Wednesday,Miércoles,Mercredi,11,345,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
12/12/2013,5,Thursday,Jueves,Jeudi,12,346,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
13/12/2013,6,Friday,Viernes,Vendredi,13,347,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
14/12/2013,7,Saturday,Sábado,Samedi,14,348,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
15/12/2013,1,Sunday,Domingo,Dimanche,15,349,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
16/12/2013,2,Monday,Lunes,Lundi,16,350,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
17/12/2013,3,Tuesday,Martes,Mardi,17,351,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
18/12/2013,4,Wednesday,Miércoles,Mercredi,18,352,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
19/12/2013,5,Thursday,Jueves,Jeudi,19,353,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20/12/2013,6,Friday,Viernes,Vendredi,20,354,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
21/12/2013,7,Saturday,Sábado,Samedi,21,355,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
22/12/2013,1,Sunday,Domingo,Dimanche,22,356,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
23/12/2013,2,Monday,Lunes,Lundi,23,357,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
24/12/2013,3,Tuesday,Martes,Mardi,24,358,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
25/12/2013,4,Wednesday,Miércoles,Mercredi,25,359,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
26/12/2013,5,Thursday,Jueves,Jeudi,26,360,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
27/12/2013,6,Friday,Viernes,Vendredi,27,361,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
28/12/2013,7,Saturday,Sábado,Samedi,28,362,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
29/12/2013,1,Sunday,Domingo,Dimanche,29,363,53,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
30/12/2013,2,Monday,Lunes,Lundi,30,364,53,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
31/12/2013,3,Tuesday,Martes,Mardi,31,365,53,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
01/01/2014,4,Wednesday,Miércoles,Mercredi,1,1,1,January,Enero,Janvier,1,1,2014,1,3,2013,2
02/01/2014,5,Thursday,Jueves,Jeudi,2,2,1,January,Enero,Janvier,1,1,2014,1,3,2013,2
03/01/2014,6,Friday,Viernes,Vendredi,3,3,1,January,Enero,Janvier,1,1,2014,1,3,2013,2
04/01/2014,7,Saturday,Sábado,Samedi,4,4,1,January,Enero,Janvier,1,1,2014,1,3,2013,2
05/01/2014,1,Sunday,Domingo,Dimanche,5,5,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
06/01/2014,2,Monday,Lunes,Lundi,6,6,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
07/01/2014,3,Tuesday,Martes,Mardi,7,7,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
08/01/2014,4,Wednesday,Miércoles,Mercredi,8,8,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
09/01/2014,5,Thursday,Jueves,Jeudi,9,9,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
10/01/2014,6,Friday,Viernes,Vendredi,10,10,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
11/01/2014,7,Saturday,Sábado,Samedi,11,11,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
12/01/2014,1,Sunday,Domingo,Dimanche,12,12,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
13/01/2014,2,Monday,Lunes,Lundi,13,13,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
14/01/2014,3,Tuesday,Martes,Mardi,14,14,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
15/01/2014,4,Wednesday,Miércoles,Mercredi,15,15,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
16/01/2014,5,Thursday,Jueves,Jeudi,16,16,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
17/01/2014,6,Friday,Viernes,Vendredi,17,17,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
18/01/2014,7,Saturday,Sábado,Samedi,18,18,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
